timestamp,device_id,data_type,data_value,numeric_value
2025-06-15 19:47:26,Station_C,temperature,29,29.0
2025-06-15 19:47:26,Station_C,humidity,31,31.0
2025-06-15 19:47:26,Station_C,AQI,268,268.0
2025-06-15 19:47:27,Station_B,PM2.5,58,58.0
2025-06-15 19:47:27,Station_B,CO2,404,404.0
2025-06-15 19:47:27,Station_B,temperature,20,20.0
2025-06-15 19:47:27,Station_B,humidity,54,54.0
2025-06-15 19:47:27,Station_B,AQI,19,19.0
2025-06-15 19:47:28,Station_B,PM2.5,87,87.0
2025-06-15 19:47:28,Station_B,CO2,537,537.0
2025-06-15 19:47:28,Station_B,temperature,26,26.0
2025-06-15 19:47:28,Station_B,humidity,71,71.0
2025-06-15 19:47:28,Station_B,AQI,126,126.0
2025-06-15 19:47:29,Station_B,PM2.5,134,134.0
2025-06-15 19:47:29,Station_B,CO2,440,440.0
2025-06-15 19:47:29,Station_B,temperature,20,20.0
2025-06-15 19:47:29,Station_B,humidity,74,74.0
2025-06-15 19:47:29,Station_B,AQI,34,34.0
2025-06-15 19:47:30,Station_B,PM2.5,198,198.0
2025-06-15 19:47:30,Station_B,CO2,389,389.0
2025-06-15 19:47:30,Station_B,temperature,21,21.0
2025-06-15 19:47:30,Station_B,humidity,49,49.0
2025-06-15 19:47:30,Station_B,AQI,180,180.0
2025-06-15 19:47:32,Station_A,PM2.5,56,56.0
2025-06-15 19:47:32,Station_A,CO2,484,484.0
2025-06-15 19:47:32,Station_A,temperature,22,22.0
2025-06-15 19:47:32,Station_A,humidity,51,51.0
2025-06-15 19:47:32,Station_A,AQI,93,93.0
2025-06-15 19:47:33,Station_A,PM2.5,166,166.0
2025-06-15 19:47:33,Station_A,CO2,434,434.0
2025-06-15 19:47:33,Station_A,temperature,28,28.0
2025-06-15 19:47:33,Station_A,humidity,56,56.0
2025-06-15 19:47:33,Station_A,AQI,13,13.0
2025-06-15 19:47:34,Station_B,PM2.5,173,173.0
2025-06-15 19:47:34,Station_B,CO2,368,368.0
2025-06-15 19:47:34,Station_B,temperature,21,21.0
2025-06-15 19:47:34,Station_B,humidity,74,74.0
2025-06-15 19:47:34,Station_B,AQI,255,255.0
2025-06-15 19:47:35,Station_B,PM2.5,47,47.0
2025-06-15 19:47:35,Station_B,CO2,424,424.0
2025-06-15 19:47:35,Station_B,temperature,26,26.0
2025-06-15 19:47:35,Station_B,humidity,45,45.0
2025-06-15 19:47:35,Station_B,AQI,255,255.0
2025-06-15 19:47:36,Station_A,PM2.5,14,14.0
2025-06-15 19:47:36,Station_A,CO2,445,445.0
2025-06-15 19:47:36,Station_A,temperature,27,27.0
2025-06-15 19:47:36,Station_A,humidity,33,33.0
2025-06-15 19:47:36,Station_A,AQI,131,131.0
2025-06-15 19:47:37,Station_B,PM2.5,182,182.0
2025-06-15 19:47:37,Station_B,CO2,367,367.0
2025-06-15 19:47:37,Station_B,temperature,16,16.0
2025-06-15 19:47:37,Station_B,humidity,62,62.0
2025-06-15 19:47:37,Station_B,AQI,262,262.0
2025-06-15 19:47:38,Station_B,PM2.5,167,167.0
2025-06-15 19:47:38,Station_B,CO2,324,324.0
2025-06-15 19:47:38,Station_B,temperature,33,33.0
2025-06-15 19:47:38,Station_B,humidity,23,23.0
2025-06-15 19:47:38,Station_B,AQI,80,80.0
2025-06-15 19:47:39,Station_A,PM2.5,154,154.0
2025-06-15 19:47:39,Station_A,CO2,396,396.0
2025-06-15 19:47:39,Station_A,temperature,26,26.0
2025-06-15 19:47:39,Station_A,humidity,26,26.0
2025-06-15 19:47:39,Station_A,AQI,26,26.0
2025-06-15 19:47:40,Station_C,PM2.5,148,148.0
2025-06-15 19:47:40,Station_C,CO2,303,303.0
2025-06-15 19:47:40,Station_C,temperature,22,22.0
2025-06-15 19:47:40,Station_C,humidity,24,24.0
2025-06-15 19:47:40,Station_C,AQI,137,137.0
2025-06-15 19:47:41,Station_A,PM2.5,42,42.0
2025-06-15 19:47:41,Station_A,CO2,422,422.0
2025-06-15 19:47:41,Station_A,temperature,16,16.0
2025-06-15 19:47:41,Station_A,humidity,67,67.0
2025-06-15 19:47:41,Station_A,AQI,214,214.0
2025-06-15 19:47:42,Station_A,PM2.5,159,159.0
2025-06-15 19:47:42,Station_A,CO2,451,451.0
2025-06-15 19:47:42,Station_A,temperature,16,16.0
2025-06-15 19:47:42,Station_A,humidity,44,44.0
2025-06-15 19:47:42,Station_A,AQI,291,291.0
2025-06-15 19:47:43,Station_C,PM2.5,26,26.0
2025-06-15 19:47:43,Station_C,CO2,496,496.0
2025-06-15 19:47:43,Station_C,temperature,28,28.0
2025-06-15 19:47:43,Station_C,humidity,22,22.0
2025-06-15 19:47:43,Station_C,AQI,299,299.0
2025-06-15 19:47:44,Station_B,PM2.5,72,72.0
2025-06-15 19:47:44,Station_B,CO2,427,427.0
2025-06-15 19:47:44,Station_B,temperature,23,23.0
2025-06-15 19:47:44,Station_B,humidity,72,72.0
2025-06-15 19:47:44,Station_B,AQI,17,17.0
2025-06-15 19:47:45,Station_C,PM2.5,138,138.0
2025-06-15 19:47:45,Station_C,CO2,479,479.0
2025-06-15 19:47:45,Station_C,temperature,24,24.0
2025-06-15 19:47:45,Station_C,humidity,28,28.0
2025-06-15 19:47:45,Station_C,AQI,179,179.0
2025-06-15 19:47:46,Station_C,PM2.5,176,176.0
2025-06-15 19:47:46,Station_C,CO2,470,470.0
2025-06-15 19:47:46,Station_C,temperature,22,22.0
2025-06-15 19:47:46,Station_C,humidity,43,43.0
2025-06-15 19:47:46,Station_C,AQI,94,94.0
2025-06-15 19:47:47,Station_B,PM2.5,130,130.0
2025-06-15 19:47:47,Station_B,CO2,306,306.0
2025-06-15 19:47:47,Station_B,temperature,35,35.0
2025-06-15 19:47:47,Station_B,humidity,30,30.0
2025-06-15 19:47:47,Station_B,AQI,11,11.0
2025-06-15 19:47:48,Station_C,PM2.5,52,52.0
2025-06-15 19:47:48,Station_C,CO2,384,384.0
2025-06-15 19:47:48,Station_C,temperature,22,22.0
2025-06-15 19:47:48,Station_C,humidity,61,61.0
2025-06-15 19:47:48,Station_C,AQI,97,97.0
2025-06-15 19:47:49,Station_A,PM2.5,53,53.0
2025-06-15 19:47:49,Station_A,CO2,413,413.0
2025-06-15 19:47:49,Station_A,temperature,34,34.0
2025-06-15 19:47:49,Station_A,humidity,40,40.0
2025-06-15 19:47:49,Station_A,AQI,27,27.0
2025-06-15 19:47:50,Station_A,PM2.5,188,188.0
2025-06-15 19:47:50,Station_A,CO2,520,520.0
2025-06-15 19:47:50,Station_A,temperature,18,18.0
2025-06-15 19:47:50,Station_A,humidity,57,57.0
2025-06-15 19:47:50,Station_A,AQI,84,84.0
2025-06-15 19:47:51,Station_C,PM2.5,137,137.0
2025-06-15 19:47:51,Station_C,CO2,318,318.0
2025-06-15 19:47:51,Station_C,temperature,28,28.0
2025-06-15 19:47:51,Station_C,humidity,74,74.0
2025-06-15 19:47:51,Station_C,AQI,258,258.0
2025-06-15 19:47:52,Station_C,PM2.5,20,20.0
2025-06-15 19:47:52,Station_C,CO2,477,477.0
2025-06-15 19:47:52,Station_C,temperature,29,29.0
2025-06-15 19:47:52,Station_C,humidity,22,22.0
2025-06-15 19:47:52,Station_C,AQI,178,178.0
2025-06-15 19:47:53,Station_C,PM2.5,113,113.0
2025-06-15 19:47:53,Station_C,CO2,510,510.0
2025-06-15 19:47:53,Station_C,temperature,35,35.0
2025-06-15 19:47:53,Station_C,humidity,33,33.0
2025-06-15 19:47:53,Station_C,AQI,280,280.0
2025-06-15 19:47:54,Station_B,PM2.5,175,175.0
2025-06-15 19:47:54,Station_B,CO2,307,307.0
2025-06-15 19:47:54,Station_B,temperature,25,25.0
2025-06-15 19:47:54,Station_B,humidity,47,47.0
2025-06-15 19:47:54,Station_B,AQI,247,247.0
2025-06-15 19:47:55,Station_B,PM2.5,21,21.0
2025-06-15 19:47:55,Station_B,CO2,396,396.0
2025-06-15 19:47:55,Station_B,temperature,19,19.0
2025-06-15 19:47:55,Station_B,humidity,52,52.0
2025-06-15 19:47:55,Station_B,AQI,279,279.0
2025-06-15 19:47:56,Station_C,PM2.5,38,38.0
2025-06-15 19:47:56,Station_C,CO2,509,509.0
2025-06-15 19:47:56,Station_C,temperature,27,27.0
2025-06-15 19:47:56,Station_C,humidity,36,36.0
2025-06-15 19:47:56,Station_C,AQI,287,287.0
2025-06-15 19:47:57,Station_C,PM2.5,83,83.0
2025-06-15 19:47:57,Station_C,CO2,585,585.0
2025-06-15 19:47:57,Station_C,temperature,24,24.0
2025-06-15 19:47:57,Station_C,humidity,38,38.0
2025-06-15 19:47:57,Station_C,AQI,57,57.0
2025-06-15 19:47:58,Station_C,PM2.5,101,101.0
2025-06-15 19:47:58,Station_C,CO2,538,538.0
2025-06-15 19:47:58,Station_C,temperature,24,24.0
2025-06-15 19:47:58,Station_C,humidity,45,45.0
2025-06-15 19:47:58,Station_C,AQI,191,191.0
2025-06-15 19:47:59,Station_A,PM2.5,72,72.0
2025-06-15 19:47:59,Station_A,CO2,327,327.0
2025-06-15 19:47:59,Station_A,temperature,34,34.0
2025-06-15 19:47:59,Station_A,humidity,54,54.0
2025-06-15 19:47:59,Station_A,AQI,74,74.0
2025-06-15 19:48:00,Station_B,PM2.5,196,196.0
2025-06-15 19:48:00,Station_B,CO2,307,307.0
2025-06-15 19:48:00,Station_B,temperature,20,20.0
2025-06-15 19:48:00,Station_B,humidity,62,62.0
2025-06-15 19:48:00,Station_B,AQI,67,67.0
2025-06-15 19:48:01,Station_A,PM2.5,89,89.0
2025-06-15 19:48:01,Station_A,CO2,461,461.0
2025-06-15 19:48:01,Station_A,temperature,29,29.0
2025-06-15 19:48:01,Station_A,humidity,24,24.0
2025-06-15 19:48:01,Station_A,AQI,258,258.0
2025-06-15 19:48:02,Station_A,PM2.5,127,127.0
2025-06-15 19:48:02,Station_A,CO2,542,542.0
2025-06-15 19:48:02,Station_A,temperature,26,26.0
2025-06-15 19:48:02,Station_A,humidity,31,31.0
2025-06-15 19:48:02,Station_A,AQI,111,111.0
2025-06-15 19:48:03,Station_A,PM2.5,99,99.0
2025-06-15 19:48:03,Station_A,CO2,481,481.0
2025-06-15 19:48:03,Station_A,temperature,27,27.0
2025-06-15 19:48:03,Station_A,humidity,27,27.0
2025-06-15 19:48:03,Station_A,AQI,66,66.0
2025-06-15 19:48:04,Station_C,PM2.5,165,165.0
2025-06-15 19:48:04,Station_C,CO2,416,416.0
2025-06-15 19:48:04,Station_C,temperature,26,26.0
2025-06-15 19:48:04,Station_C,humidity,47,47.0
2025-06-15 19:48:04,Station_C,AQI,103,103.0
2025-06-15 19:48:05,Station_B,PM2.5,30,30.0
2025-06-15 19:48:05,Station_B,CO2,536,536.0
2025-06-15 19:48:05,Station_B,temperature,25,25.0
2025-06-15 19:48:05,Station_B,humidity,31,31.0
2025-06-15 19:48:05,Station_B,AQI,107,107.0
2025-06-15 19:48:06,Station_C,PM2.5,193,193.0
2025-06-15 19:48:06,Station_C,CO2,311,311.0
2025-06-15 19:48:06,Station_C,temperature,31,31.0
2025-06-15 19:48:06,Station_C,humidity,33,33.0
2025-06-15 19:48:06,Station_C,AQI,201,201.0
2025-06-15 19:48:07,Station_B,PM2.5,51,51.0
2025-06-15 19:48:07,Station_B,CO2,524,524.0
2025-06-15 19:48:07,Station_B,temperature,27,27.0
2025-06-15 19:48:07,Station_B,humidity,44,44.0
2025-06-15 19:48:07,Station_B,AQI,48,48.0
2025-06-15 19:48:09,Station_C,PM2.5,34,34.0
2025-06-15 19:48:09,Station_C,CO2,438,438.0
2025-06-15 19:48:09,Station_C,temperature,31,31.0
2025-06-15 19:48:09,Station_C,humidity,79,79.0
2025-06-15 19:48:09,Station_C,AQI,22,22.0
2025-06-15 19:48:10,Station_B,PM2.5,56,56.0
2025-06-15 19:48:10,Station_B,CO2,552,552.0
2025-06-15 19:48:10,Station_B,temperature,18,18.0
2025-06-15 19:48:10,Station_B,humidity,63,63.0
2025-06-15 19:48:10,Station_B,AQI,263,263.0
2025-06-15 19:48:11,Station_B,PM2.5,51,51.0
2025-06-15 19:48:11,Station_B,CO2,450,450.0
2025-06-15 19:48:11,Station_B,temperature,16,16.0
2025-06-15 19:48:11,Station_B,humidity,67,67.0
2025-06-15 19:48:11,Station_B,AQI,89,89.0
2025-06-15 19:48:12,Station_C,PM2.5,67,67.0
2025-06-15 19:48:12,Station_C,CO2,441,441.0
2025-06-15 19:48:12,Station_C,temperature,34,34.0
2025-06-15 19:48:12,Station_C,humidity,22,22.0
2025-06-15 19:48:12,Station_C,AQI,108,108.0
2025-06-15 19:48:13,Station_C,PM2.5,75,75.0
2025-06-15 19:48:13,Station_C,CO2,309,309.0
2025-06-15 19:48:13,Station_C,temperature,22,22.0
2025-06-15 19:48:13,Station_C,humidity,76,76.0
2025-06-15 19:48:13,Station_C,AQI,162,162.0
2025-06-15 19:48:14,Station_C,PM2.5,151,151.0
2025-06-15 19:48:14,Station_C,CO2,510,510.0
2025-06-15 19:48:14,Station_C,temperature,33,33.0
2025-06-15 19:48:14,Station_C,humidity,38,38.0
2025-06-15 19:48:14,Station_C,AQI,23,23.0
2025-06-15 19:48:15,Station_C,PM2.5,7,7.0
2025-06-15 19:48:15,Station_C,CO2,423,423.0
2025-06-15 19:48:15,Station_C,temperature,20,20.0
2025-06-15 19:48:15,Station_C,humidity,58,58.0
2025-06-15 19:48:15,Station_C,AQI,56,56.0
2025-06-15 19:48:16,Station_A,PM2.5,167,167.0
2025-06-15 19:48:16,Station_A,CO2,573,573.0
2025-06-15 19:48:16,Station_A,temperature,17,17.0
2025-06-15 19:48:16,Station_A,humidity,35,35.0
2025-06-15 19:48:16,Station_A,AQI,34,34.0
2025-06-15 19:48:17,Station_C,PM2.5,105,105.0
2025-06-15 19:48:17,Station_C,CO2,392,392.0
2025-06-15 19:48:17,Station_C,temperature,28,28.0
2025-06-15 19:48:17,Station_C,humidity,45,45.0
2025-06-15 19:48:17,Station_C,AQI,167,167.0
2025-06-15 19:48:18,Station_C,PM2.5,191,191.0
2025-06-15 19:48:18,Station_C,CO2,545,545.0
2025-06-15 19:48:18,Station_C,temperature,32,32.0
2025-06-15 19:48:18,Station_C,humidity,72,72.0
2025-06-15 19:48:18,Station_C,AQI,74,74.0
2025-06-15 19:48:19,Station_B,PM2.5,146,146.0
2025-06-15 19:48:19,Station_B,CO2,396,396.0
2025-06-15 19:48:19,Station_B,temperature,33,33.0
2025-06-15 19:48:19,Station_B,humidity,21,21.0
2025-06-15 19:48:19,Station_B,AQI,68,68.0
2025-06-15 19:48:20,Station_B,PM2.5,88,88.0
2025-06-15 19:48:20,Station_B,CO2,317,317.0
2025-06-15 19:48:20,Station_B,temperature,28,28.0
2025-06-15 19:48:20,Station_B,humidity,40,40.0
2025-06-15 19:48:20,Station_B,AQI,116,116.0
2025-06-15 19:48:21,Station_B,PM2.5,180,180.0
2025-06-15 19:48:21,Station_B,CO2,415,415.0
2025-06-15 19:48:21,Station_B,temperature,23,23.0
2025-06-15 19:48:21,Station_B,humidity,57,57.0
2025-06-15 19:48:21,Station_B,AQI,37,37.0
2025-06-15 19:48:22,Station_C,PM2.5,155,155.0
2025-06-15 19:48:22,Station_C,CO2,502,502.0
2025-06-15 19:48:22,Station_C,temperature,29,29.0
2025-06-15 19:48:22,Station_C,humidity,70,70.0
2025-06-15 19:48:22,Station_C,AQI,150,150.0
2025-06-15 19:48:23,Station_B,PM2.5,28,28.0
2025-06-15 19:48:23,Station_B,CO2,545,545.0
2025-06-15 19:48:23,Station_B,temperature,30,30.0
2025-06-15 19:48:23,Station_B,humidity,68,68.0
2025-06-15 19:48:23,Station_B,AQI,49,49.0
2025-06-15 19:48:24,Station_B,PM2.5,181,181.0
2025-06-15 19:48:24,Station_B,CO2,338,338.0
2025-06-15 19:48:24,Station_B,temperature,31,31.0
2025-06-15 19:48:24,Station_B,humidity,38,38.0
2025-06-15 19:48:24,Station_B,AQI,252,252.0
2025-06-15 19:48:25,Station_B,PM2.5,50,50.0
2025-06-15 19:48:25,Station_B,CO2,351,351.0
2025-06-15 19:48:25,Station_B,temperature,19,19.0
2025-06-15 19:48:25,Station_B,humidity,40,40.0
2025-06-15 19:48:25,Station_B,AQI,69,69.0
2025-06-15 19:48:26,Station_B,PM2.5,103,103.0
2025-06-15 19:48:26,Station_B,CO2,423,423.0
2025-06-15 19:48:26,Station_B,temperature,20,20.0
2025-06-15 19:48:26,Station_B,humidity,38,38.0
2025-06-15 19:48:26,Station_B,AQI,260,260.0
2025-06-15 19:48:27,Station_B,PM2.5,28,28.0
2025-06-15 19:48:27,Station_B,CO2,562,562.0
2025-06-15 19:48:27,Station_B,temperature,29,29.0
2025-06-15 19:48:27,Station_B,humidity,29,29.0
2025-06-15 19:48:27,Station_B,AQI,192,192.0
2025-06-15 19:48:28,Station_B,PM2.5,138,138.0
2025-06-15 19:48:28,Station_B,CO2,433,433.0
2025-06-15 19:48:28,Station_B,temperature,35,35.0
2025-06-15 19:48:28,Station_B,humidity,69,69.0
2025-06-15 19:48:28,Station_B,AQI,67,67.0
2025-06-15 19:48:29,Station_C,PM2.5,59,59.0
2025-06-15 19:48:29,Station_C,CO2,568,568.0
2025-06-15 19:48:29,Station_C,temperature,20,20.0
2025-06-15 19:48:29,Station_C,humidity,52,52.0
2025-06-15 19:48:29,Station_C,AQI,227,227.0
2025-06-15 19:48:30,Station_B,PM2.5,41,41.0
2025-06-15 19:48:30,Station_B,CO2,596,596.0
2025-06-15 19:48:30,Station_B,temperature,21,21.0
2025-06-15 19:48:30,Station_B,humidity,22,22.0
2025-06-15 19:48:30,Station_B,AQI,103,103.0
2025-06-15 19:48:31,Station_A,PM2.5,26,26.0
2025-06-15 19:48:31,Station_A,CO2,424,424.0
2025-06-15 19:48:31,Station_A,temperature,31,31.0
2025-06-15 19:48:31,Station_A,humidity,69,69.0
2025-06-15 19:48:31,Station_A,AQI,195,195.0
2025-06-15 19:48:32,Station_A,PM2.5,110,110.0
2025-06-15 19:48:32,Station_A,CO2,385,385.0
2025-06-15 19:48:32,Station_A,temperature,29,29.0
2025-06-15 19:48:32,Station_A,humidity,48,48.0
2025-06-15 19:48:32,Station_A,AQI,108,108.0
2025-06-15 19:48:33,Station_B,PM2.5,147,147.0
2025-06-15 19:48:33,Station_B,CO2,416,416.0
2025-06-15 19:48:33,Station_B,temperature,26,26.0
2025-06-15 19:48:33,Station_B,humidity,64,64.0
2025-06-15 19:48:33,Station_B,AQI,100,100.0
2025-06-15 19:48:34,Station_C,PM2.5,13,13.0
2025-06-15 19:48:34,Station_C,CO2,318,318.0
2025-06-15 19:48:34,Station_C,temperature,33,33.0
2025-06-15 19:48:34,Station_C,humidity,57,57.0
2025-06-15 19:48:34,Station_C,AQI,199,199.0
2025-06-15 19:48:35,Station_C,PM2.5,178,178.0
2025-06-15 19:48:35,Station_C,CO2,516,516.0
2025-06-15 19:48:35,Station_C,temperature,30,30.0
2025-06-15 19:48:35,Station_C,humidity,56,56.0
2025-06-15 19:48:35,Station_C,AQI,244,244.0
2025-06-15 19:48:36,Station_B,PM2.5,102,102.0
2025-06-15 19:48:36,Station_B,CO2,328,328.0
2025-06-15 19:48:36,Station_B,temperature,30,30.0
2025-06-15 19:48:36,Station_B,humidity,20,20.0
2025-06-15 19:48:36,Station_B,AQI,250,250.0
2025-06-15 19:48:37,Station_C,PM2.5,33,33.0
2025-06-15 19:48:37,Station_C,CO2,337,337.0
2025-06-15 19:48:37,Station_C,temperature,31,31.0
2025-06-15 19:48:37,Station_C,humidity,41,41.0
2025-06-15 19:48:37,Station_C,AQI,183,183.0
2025-06-15 19:48:38,Station_A,PM2.5,78,78.0
2025-06-15 19:48:38,Station_A,CO2,576,576.0
2025-06-15 19:48:38,Station_A,temperature,21,21.0
2025-06-15 19:48:38,Station_A,humidity,23,23.0
2025-06-15 19:48:38,Station_A,AQI,178,178.0
2025-06-15 19:48:39,Station_B,PM2.5,40,40.0
2025-06-15 19:48:39,Station_B,CO2,351,351.0
2025-06-15 19:48:39,Station_B,temperature,27,27.0
2025-06-15 19:48:39,Station_B,humidity,62,62.0
2025-06-15 19:48:39,Station_B,AQI,256,256.0
2025-06-15 19:48:40,Station_B,PM2.5,155,155.0
2025-06-15 19:48:40,Station_B,CO2,425,425.0
2025-06-15 19:48:40,Station_B,temperature,22,22.0
2025-06-15 19:48:40,Station_B,humidity,62,62.0
2025-06-15 19:48:40,Station_B,AQI,202,202.0
2025-06-15 19:48:41,Station_B,PM2.5,96,96.0
2025-06-15 19:48:41,Station_B,CO2,425,425.0
2025-06-15 19:48:41,Station_B,temperature,16,16.0
2025-06-15 19:48:41,Station_B,humidity,78,78.0
2025-06-15 19:48:41,Station_B,AQI,286,286.0
2025-06-15 19:48:42,Station_A,PM2.5,106,106.0
2025-06-15 19:48:42,Station_A,CO2,566,566.0
2025-06-15 19:48:42,Station_A,temperature,33,33.0
2025-06-15 19:48:42,Station_A,humidity,55,55.0
2025-06-15 19:48:42,Station_A,AQI,251,251.0
2025-06-15 19:48:43,Station_A,PM2.5,150,150.0
2025-06-15 19:48:43,Station_A,CO2,451,451.0
2025-06-15 19:48:43,Station_A,temperature,32,32.0
2025-06-15 19:48:43,Station_A,humidity,55,55.0
2025-06-15 19:48:43,Station_A,AQI,33,33.0
2025-06-15 19:48:44,Station_A,PM2.5,71,71.0
2025-06-15 19:48:44,Station_A,CO2,438,438.0
2025-06-15 19:48:44,Station_A,temperature,17,17.0
2025-06-15 19:48:44,Station_A,humidity,44,44.0
2025-06-15 19:48:44,Station_A,AQI,174,174.0
2025-06-15 19:48:45,Station_B,PM2.5,36,36.0
2025-06-15 19:48:45,Station_B,CO2,310,310.0
2025-06-15 19:48:45,Station_B,temperature,34,34.0
2025-06-15 19:48:45,Station_B,humidity,73,73.0
2025-06-15 19:48:45,Station_B,AQI,78,78.0
2025-06-15 19:48:47,Station_C,PM2.5,99,99.0
2025-06-15 19:48:47,Station_C,CO2,578,578.0
2025-06-15 19:48:47,Station_C,temperature,34,34.0
2025-06-15 19:48:47,Station_C,humidity,79,79.0
2025-06-15 19:48:47,Station_C,AQI,56,56.0
2025-06-15 19:48:48,Station_C,PM2.5,120,120.0
2025-06-15 19:48:48,Station_C,CO2,340,340.0
2025-06-15 19:48:48,Station_C,temperature,22,22.0
2025-06-15 19:48:48,Station_C,humidity,31,31.0
2025-06-15 19:48:48,Station_C,AQI,56,56.0
2025-06-15 19:48:49,Station_C,PM2.5,180,180.0
2025-06-15 19:48:49,Station_C,CO2,340,340.0
2025-06-15 19:48:49,Station_C,temperature,25,25.0
2025-06-15 19:48:49,Station_C,humidity,52,52.0
2025-06-15 19:48:49,Station_C,AQI,204,204.0
2025-06-15 19:48:50,Station_C,PM2.5,55,55.0
2025-06-15 19:48:50,Station_C,CO2,552,552.0
2025-06-15 19:48:50,Station_C,temperature,23,23.0
2025-06-15 19:48:50,Station_C,humidity,35,35.0
2025-06-15 19:48:50,Station_C,AQI,230,230.0
2025-06-15 19:48:51,Station_A,PM2.5,8,8.0
2025-06-15 19:48:51,Station_A,CO2,592,592.0
2025-06-15 19:48:51,Station_A,temperature,24,24.0
2025-06-15 19:48:51,Station_A,humidity,21,21.0
2025-06-15 19:48:51,Station_A,AQI,28,28.0
2025-06-15 19:48:52,Station_C,PM2.5,113,113.0
2025-06-15 19:48:52,Station_C,CO2,448,448.0
2025-06-15 19:48:52,Station_C,temperature,20,20.0
2025-06-15 19:48:52,Station_C,humidity,71,71.0
2025-06-15 19:48:52,Station_C,AQI,23,23.0
2025-06-15 19:48:53,Station_C,PM2.5,175,175.0
2025-06-15 19:48:53,Station_C,CO2,461,461.0
2025-06-15 19:48:53,Station_C,temperature,16,16.0
2025-06-15 19:48:53,Station_C,humidity,65,65.0
2025-06-15 19:48:53,Station_C,AQI,234,234.0
2025-06-15 19:48:54,Station_A,PM2.5,84,84.0
